PBP_ID,Inventory,Institution,institution_city,institution_country,library_localisation,country_certainty,country,region,city,library_dating,circa,century,min_date,max_date,scribe,script,workshop/illuminator,mss_height,mss_width,combined_size,Ruzzier_group,justification_height,justification_width,volumes,v1_folios,v2_folios,v3_folios,columns,min_lines,max_lines,citation,digitisation,Downloadable,Catalogue link,IIIF manifest,Comments,team_member,,,,,,,,,,,,,,,,,,
289,Biblia Latina,Ghent University Library,Ghent,Belgium,Paris,Y,France,Ile-de-France,Paris,2nd half 13th,,13,1251,1300,,,,150,100,250,1,Unknown,Unknown,1,558,,,2,Unknown,Unknown,,F,Y,https://lib.ugent.be/catalog/rug01%3A000755563/items/910000072026,,,DJW,,,,,,,,,,,,,,,,,,
290,Biblia Latina,Ghent University Library,Ghent,Belgium,Italy,Y,Italy,Unknown,Unknown,13/14,,13/14,1201,1400,,,,285,185,470,2,Unknown,Unknown,1,417,,,2,Unknown,Unknown,,F,Y,https://lib.ugent.be/catalog/rug01%3A000840269/items/910000006640,,,DJW,,,,,,,,,,,,,,,,,,
291,Arch. Priv. 3,Biblioteca Statale del Monumento Nazionale di Montecassino,Cassino,Italy,Italy,Y,Italy,Latium,Rome,2nd half 13th,,13,1251,1300,,,,0,0,0,unknown,458,Unknown,1,Unknown,,,2,Unknown,Unknown,Casavecchia R. (2018) Una Bibbia inedita a Montecassino Scrineum Rivista,P,Y,https://core.ac.uk/download/pdf/228584148.pdf,,,DJW,,,,,,,,,,,,,,,,,,
292,Vitt. Em 825,Biblioteca Nazionale Centrale,Rome,Italy,Vicenza Italy,Y,Italy,Veneto,Vicenza,1399,,14,1399,1399,,,Bonfranciscus de Paiarinis de Zintrale,312,214,526,2,Unknown,Unknown,1,Unknown,,,2,59,59,Corso G. (2008) La Bibbia miniata di Bonfranciscus in Rolsa rivista online di Storia dell'arte,F,Y,http://digitale.bnc.roma.sbn.it/tecadigitale/manoscrittoantico/BNCR_V_E_825/BNCR_V_E_825/1,,,NAC,,,,,,,,,,,,,,,,,,
293,Lat. I 3 (2110),Biblioteca Nazionale Marciana,Venice,Italy,Padua and Venice,Y,Italy,Veneto,Padua and Venice,,,Unknown,Unknown,Unknown,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,http://www.internetculturale.it/opencms/opencms/it/viewItemMag.jsp?id=oai%3A193.206.197.121%3A18%3AVE0049%3ACSTOR.244.11054,,,DJW,,,,,,,,,,,,,,,,,,
294,AC IX 46,Biblioteca Braidense (Milan),Milan,Italy,North Italy,Y,Italy,Unknown,Unknown,XIII,,13,1201,1300,,,,123,81,204,1,Unknown,Unknown,1,383,,,2,Unknown,Unknown,Miriello 2004,F,,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000103105&mode=all&teca=MagTeca+-+ICCU,,The manuscript was produced in Italy but was decorated by a French and an Italian illuminator. The French artist was largely responsible for illumination from Jerome's Prologue up to Isaiah (fol. 264) where the Italian illuminator takes over although some decoration after this point indicates either a third artist or the French and Italian illuminator working together.,DJW,,,,,,,,,,,,,,,,,,
295,Gerli 59,Biblioteca Braidense (Milan),Milan,Italy,Italy,Y,Italy,Unknown,Unknown,XIII-XIV,,13/14,1201,1400,,,,145,110,255,1,Unknown,Unknown,1,358,,,2,Unknown,Unknown,Miriello 2004,F,Y,http://www.internetculturale.it/it/16/search/detail?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000192042&mode=all&teca=MagTeca+-+ICCU,,,DJW,,,,,,,,,,,,,,,,,,
296,Ms 10424,Biblioteca Comunale di Trento,Trento,Italy,Italy,Y,Italy,Unknown,Unknown,XIII,,13,1251,1275,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,https://bdt.bibcom.trento.it/Manoscritti/10424#page/n11/mode/thumb,,,NAC,,,,,,,,,,,,,,,,,,
297,ALC. 455,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Unknown,Unknown,1235-1240,,13,1235,1240,,,,260,175,435,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,78856 (HMML),F,Y,https://purl.pt/26163,,,DJW,,,,,,,,,,,,,,,,,,
298,IL. 20,Biblioteca Nacional,Lisbon,Portugal,Portugal,Y,Portugal,Unknown,Unknown,1270-1280,,13,1270,1280,,,,149,115,264,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,79082 (HMML),F,Y,http://purl.pt/32050,,,DJW,,,,,,,,,,,,,,,,,,
299,IL. 50,Biblioteca Nacional,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,c1270,Y,13,1270,1270,,Gothic,,222,155,377,1,Unknown,Unknown,1,547,,,2,49,49,79131 (HMML),F,Y,http://purl.pt/32051,,,DJW,,,,,,,,,,,,,,,,,,
300,IL. 34,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Ile-de-France,Paris,1240-1250,,13,1240,1250,,,,181,125,306,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,79106 (HMML),F,Y,http://purl.pt/33208,,,DJW,,,,,,,,,,,,,,,,,,
301,IL. 93,Biblioteca Nacional,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1251-1300,,13,1251,1300,,,Johannes Grusch?,324,217,541,2,Unknown,Unknown,1,531,,,2/3,46,46,79207 (HMML),F,Y,http://purl.pt/32046,,,DJW,,,,,,,,,,,,,,,,,,
302,IL. 51,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Ile-de-France,Paris,1250-1260,,13,1250,1260,,,,222,155,377,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,79132 (HMML),F,Y,http://purl.pt/32045,,,DJW,,,,,,,,,,,,,,,,,,
303,IL. 63,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Ile-de-France,Paris,1275-1300,,13,1276,1300,,,,245,173,418,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,79152 (HMML),F,Y,http://purl.pt/27081,,,DJW,,,,,,,,,,,,,,,,,,
304,ALC. 205,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Ile-de-France,Paris,1235-1245,,13,1235,1245,,,,228,155,383,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,78489 (HMML),F,Y,https://purl.pt/29490,,,DJW,,,,,,,,,,,,,,,,,,
305,ALC 457,Biblioteca Nacional,Lisbon,Portugal,Mosteiro de Santa Maria de Alcobaca (?),N,Portugal,Oeste,Alcobaca,1250-1260,,13,1250,1260,,Gothic,,155,110,265,1,Unknown,Unknown,1,4,,,2/4,46,47,,F,Y,https://purl.pt/31018,,,DJW,,,,,,,,,,,,,,,,,,
306,ALC 455,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Ile-de-France,Paris,1235-1240,,13,1235,1240,,,,260,175,435,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,http://purl.pt/26163,,,DJW,,,,,,,,,,,,,,,,,,
307,ALC 458,Biblioteca Nacional,Lisbon,Portugal,France,Y,France,Normandie,Unknown,1225-1230,,13,1226,1230,,,,185,130,315,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,http://purl.pt/23851,,,DJW,,,,,,,,,,,,,,,,,,
308,bpe-cod-cxxiv-1-3,Biblioteca Publica de Evora,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1260-1300,,13,1260,1300,,Gothic,,345,245,590,3,Unknown,Unknown,1,569,,,2,47,47,,F,Y,https://purl.pt/35359,,,DJW,,,,,,,,,,,,,,,,,,
309,BPE COD. CXXIV/1-4,Biblioteca Publica de Evora,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1230-1240,,13,1230,1240,,,,290,200,490,2,Unknown,Unknown,1,411,,,2,52,53,,F,Y,https://purl.pt/35360,,,DJW,,,,,,,,,,,,,,,,,,
310,BPE COD. CXXIV/1-5,Biblioteca Publica de Evora,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1290-1300,,13,1290,1300,,Gothic,,290,200,490,2,Unknown,Unknown,1,493,,,2/3,47,47,,F,Y,http://purl.pt/35361,,Version de Theodotion,DJW,,,,,,,,,,,,,,,,,,
311,COD. CXXIV/1-6,Biblioteca Publica de Evora,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1225-1230,,13,1226,1230,,Gothic,,265,190,455,2,Unknown,Unknown,1,298,,,2,56,63,,F,Y,http://purl.pt/35362,,,DJW,,,,,,,,,,,,,,,,,,
312,BPE COD. CXXIV/1-3,Biblioteca Publica de Evora,Lisbon,Portugal,Unknown,N,Unknown,Unknown,Unknown,1260-1300,,13,1260,1300,,Gothic,,345,245,590,3,Unknown,Unknown,1,569,,,2,47,47,,F,Y,https://purl.pt/35359,,,DJW,,,,,,,,,,,,,,,,,,
313,MS 68,Mount Angel Abbey. Library,Saint Benedict (Or.),United States of America,Italy ,Y,Italy ,Unknown,Unknown,1275-1300,,13,1276,1300,,,,175,120,295,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,https://www.mountangelabbey.org/wp-content/uploads/MountAngelMS0068BibleLatin.pdf,https://www.vhmml.org/image/manifest/519231,,,,,,,,,,,,,,,,,,,,
314,SJU Ms. 12,Saint John's University. Rare Books and Special Collections,Collegeville (Minn.),United States of America,Italy ,N,Italy ,Unknown,Unknown,1250-1310,,13/14,1250,1310,,,,127,90,217,1,Unknown,Unknown,1,161,,,2,Unknown,Unknown,,F,Y,https://w3id.org/vhmml/readingRoom/view/510560,https://www.vhmml.org/image/manifest/510560,Evangelia et Epistolae,,,,,,,,,,,,,,,,,,,
315,484,Cambridge Corpus Christi College,Cambridge,United Kingdom,England,Y,England,Unknown,Unknown,c. 1270-90,Y,13,1270,1290,,,,169,118,287,1,Unknown,Unknown,1,670,,,2,Unknown,Unknown,,F,,https://parker.stanford.edu/parker/catalog/rf713dy4795,,,,,,,,,,,,,,,,,,,,,
316,ms 1184,Paris Bibliotheque Sainte-Genevieve,Paris,France,France du nord (Paris),Y,France,Ile-de-France,Paris,1225-1255 (13e s. (deuxieme quart ou milieu ?)),,13,1226,1255,,,Auribafer workshop,226,145,371,1,Unknown,Unknown,1,540,,,2,Unknown,Unknown,,p,,https://portail.biblissima.fr/fr/ark:/43093/mdata3e20ef5fbdfcfea79c5db5a3e07e77930fc9d334,,,,,,,,,,,,,,,,,,,,,
317,ms 1181,Paris Bibliotheque Sainte-Genevieve,Paris,France,Unknown,N,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
318,ms 1182,Paris Bibliotheque Sainte-Genevieve,Paris,France,Unknown,N,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
319,Cod. 1235 (1),Erzbischofliche Diozesan- und Dombibliothek,Cologne,Germany,Unknown,N,Unknown,Unknown,Unknown,14. Jh.,,14,1301,1400,,,,560,380,940,3,Unknown,Unknown,1,179?,,,2,Unknown,Unknown,HMML,F,Y,https://digital.dombibliothek-koeln.de/urn/urn:nbn:de:hbz:kn28-3-3873,https://digital.dombibliothek-koeln.de/hs/i3f/v20/324839/manifest,,DJW,,,,,,,,,,,,,,,,,,
320,SEP CAVA 00033,Biblioteca del Monumento nazionale dell' Abbazia della SS. Trinità,Cava de' Tirreni,Italy,Unknown,N,Unknown,Unknown,Unknown,1295,,13,1295,1295,,Gothic,,370,265,635,3,Unknown,Unknown,1,519,,,2,Unknown,Unknown,HMML,F,Y,https://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD0000207220&mode=all&teca=MagTeca+-+ICCU,,,DJW,,,,,,,,,,,,,,,,,,
321,Mss. I15289,Biblioteca de la Fundacion Lazaro Galdiano,Madrid,Spain,Paris?,Y,France,Ile-de-France,Paris?,ca. 1259,Y,13,1259,1259,,,,330,220,550,2,Unknown,Unknown,1,333,,,2,54,54,,F,N,http://www.bibliotecalazarogaldiano.es/mss/i15289.html,,,DJW,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
