team,citation,dig,,Inventory,Institution,Provenance,Date,Scribe,Size,Justification size,volumes,folios,columns,lines,HAND,Comments,Comments,Link,IIIF manifest
DJW,,n,,Garrett ms 1,Princeton University Library,south France / Italy,13 c ,,240x160,,,,,,,,,https://catalog.princeton.edu/catalog/10251887,
